pais,provincia_departamento,ciudad,property_type,rooms,bedrooms,bathrooms,surface_total,price_USD,precio_m2
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,50,105000,2100
Colombia,Atlántico,Barranquilla,Apartamento,4.0,4.0,3.0,250,187173,748.692
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,42,100000,2380.952381
Argentina,Capital Federal,Villa Crespo,Departamento,4.0,3.0,1.0,82,185000,2256.097561
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,24,40000,1666.666667
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,4.0,3.0,2.0,93,320000,3440.860215
Argentina,Capital Federal,Recoleta,Departamento,7.0,4.0,3.0,248,790000,3185.483871
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,231,536746,2323.575758
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,1.0,69,123000,1782.608696
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,63,49546,786.4444444
Argentina,Capital Federal,Chacarita,Departamento,2.0,1.0,1.0,40,99000,2475
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,96,104597,1089.552083
Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,2.0,1.0,1.0,43,91000,2116.27907
Colombia,Cundinamarca,Madrid,Apartamento,3.0,3.0,2.0,46,41288,897.5652174
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,42,97400,2319.047619
Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,3.0,2.0,1.0,90,450000,5000
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,1.0,65,89000,1369.230769
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,90,101844,1131.6
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,41,97000,2365.853659
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,52,77000,1480.769231
Argentina,Capital Federal,Almagro,Departamento,4.0,3.0,3.0,101,250000,2475.247525
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,2.0,56,126617,2261.017857
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,86,173410,2016.395349
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,2.0,1.0,1.0,45,80000,1777.777778
Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,2.0,1.0,1.0,59,130000,2203.389831
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,92,121112,1316.434783
Argentina,Capital Federal,Barrio Norte,Departamento,1.0,1.0,1.0,25,75000,3000
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,35,79500,2271.428571
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,120,302780,2523.166667
Colombia,Antioquia,Sabaneta,Apartamento,3.0,3.0,2.0,66,63309,959.2272727
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,39,75000,1923.076923
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,1.0,60,98000,1633.333333
Argentina,Capital Federal,Chacarita,Departamento,4.0,3.0,1.0,95,172000,1810.526316
Argentina,Capital Federal,San Nicolás,Departamento,1.0,1.0,1.0,22,55000,2500
Argentina,Capital Federal,Barrio Norte,Departamento,4.0,3.0,2.0,110,249000,2263.636364
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,1.0,60,118359,1972.65
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,2.0,76,199500,2625
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,47,115000,2446.808511
Argentina,Capital Federal,Recoleta,Departamento,1.0,1.0,1.0,30,125000,4166.666667
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,115,115607,1005.278261
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,43,20000,465.1162791
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,4.0,128,630000,4921.875
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,192,121112,630.7916667
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,1.0,62,42664,688.1290323
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,2.0,97,149000,1536.082474
Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,2.0,1.0,1.0,46,89500,1945.652174
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,4.0,200,335811,1679.055
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,1.0,50,95000,1900
Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,4.0,3.0,2.0,127,305000,2401.574803
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,89,359000,4033.707865
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,111,192678,1735.837838
Argentina,Capital Federal,Liniers,Departamento,2.0,2.0,1.0,107,110000,1028.037383
Argentina,Capital Federal,San Nicolás,Departamento,2.0,1.0,1.0,38,100000,2631.578947
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,65,133000,2046.153846
Argentina,Capital Federal,Congreso,Departamento,4.0,2.0,2.0,120,209000,1741.666667
Argentina,Capital Federal,Villa Devoto,Departamento,3.0,2.0,1.0,51,89900,1762.745098
Colombia,Atlántico,Barranquilla,Apartamento,1.0,1.0,2.0,58,52298,901.6896552
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,36,110000,3055.555556
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,2.0,64,209533,3273.953125
Colombia,Antioquia,Sabaneta,Apartamento,2.0,2.0,2.0,75,68814,917.52
Argentina,Capital Federal,Chacarita,Departamento,2.0,1.0,1.0,31,65000,2096.774194
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,57,61858,1085.22807
Colombia,Antioquia,Rionegro,Apartamento,2.0,2.0,2.0,66,89458,1355.424242
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,2.0,80,200000,2500
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,4.0,3.0,3.0,140,235000,1678.571429
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,2.0,65,48170,741.0769231
Argentina,Capital Federal,Caballito,Departamento,1.0,1.0,1.0,42,128000,3047.619048
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,117,123865,1058.675214
Colombia,Norte de Santander,Los Patios,Apartamento,2.0,2.0,3.0,114,68814,603.6315789
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,85,75000,882.3529412
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,2.0,75,195000,2600
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,28,63900,2282.142857
Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,3.0,2.0,1.0,70,123500,1764.285714
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,4.0,150,79824,532.16
Argentina,Capital Federal,Congreso,Departamento,2.0,1.0,1.0,34,76000,2235.294118
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,41,145000,3536.585366
Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,2.0,1.0,1.0,40,75000,1875
Argentina,Capital Federal,Boca,Departamento,4.0,3.0,1.0,76,120000,1578.947368
Argentina,Capital Federal,Barrio Norte,Departamento,2.0,1.0,1.0,31,89000,2870.967742
Argentina,Capital Federal,Floresta,Departamento,3.0,2.0,1.0,69,149900,2172.463768
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,68,72942,1072.676471
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,42,130000,3095.238095
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,157,233141,1484.974522
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,1.0,1.0,1.0,30,60000,2000
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,71,122250,1721.830986
Colombia,Antioquia,Sabaneta,Apartamento,2.0,2.0,2.0,60,66061,1101.016667
Argentina,Buenos Aires Costa Atlántica,Pinamar,Departamento,4.0,3.0,3.0,104,139000,1336.538462
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,36,73900,2052.777778
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,4.0,3.0,3.0,144,370000,2569.444444
Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,2.0,1.0,1.0,35,43500,1242.857143
Argentina,Capital Federal,Centro / Microcentro,Departamento,2.0,1.0,1.0,42,110000,2619.047619
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,168,104597,622.6011905
Argentina,Capital Federal,Barrio Norte,Departamento,2.0,1.0,1.0,33,114900,3481.818182
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,2.0,56,38536,688.1428571
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,70,135000,1928.571429
Argentina,Río Negro,General Roca,Departamento,4.0,2.0,2.0,95,180000,1894.736842
Colombia,Cundinamarca,Gachancipá,Apartamento,3.0,3.0,1.0,53,38536,727.0943396
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,37,85000,2297.297297
Argentina,Capital Federal,Recoleta,Departamento,5.0,3.0,1.0,135,390000,2888.888889
Argentina,Córdoba,Punilla,Departamento,4.0,2.0,1.0,64,65000,1015.625
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,37,105000,2837.837838
Argentina,Capital Federal,Centro / Microcentro,Departamento,3.0,2.0,2.0,85,145000,1705.882353
Argentina,Capital Federal,San Nicolás,Departamento,5.0,3.0,2.0,116,235000,2025.862069
Argentina,Capital Federal,San Telmo,Departamento,2.0,1.0,1.0,45,160000,3555.555556
Argentina,Santa Fe,Rosario,Departamento,3.0,1.0,1.0,35,71500,2042.857143
Argentina,Capital Federal,Villa Lugano,Departamento,3.0,2.0,1.0,50,47000,940
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,171,371594,2173.064327
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,2.0,88,250000,2840.909091
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,5.0,2.0,1.0,70,190000,2714.285714
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,37,85000,2297.297297
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,86,121112,1408.27907
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,99,77071,778.4949495
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,98,63309,646.0102041
Argentina,Capital Federal,Villa Urquiza,Departamento,2.0,1.0,1.0,41,120000,2926.829268
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,150,220204,1468.026667
Argentina,Capital Federal,Recoleta,Departamento,3.0,2.0,3.0,115,340000,2956.521739
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,48,93000,1937.5
Argentina,Capital Federal,Congreso,Departamento,3.0,2.0,2.0,74,145000,1959.459459
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,158,302780,1916.329114
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,240,440407,1835.029167
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,108,63309,586.1944444
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,3.0,117,165153,1411.564103
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,18,29000,1611.111111
Argentina,Capital Federal,Las Cañitas,Departamento,5.0,4.0,2.0,240,850000,3541.666667
Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,2.0,1.0,2.0,48,159900,3331.25
Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,3.0,2.0,1.0,59,69000,1169.491525
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,110,55051,500.4636364
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,33,95000,2878.787879
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34,49500,1455.882353
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,49,65000,1326.530612
Argentina,Capital Federal,Almagro,Departamento,4.0,3.0,1.0,100,165000,1650
Argentina,Capital Federal,Belgrano,Departamento,1.0,1.0,1.0,39,120000,3076.923077
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34,47000,1382.352941
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,46,90000,1956.521739
Argentina,Capital Federal,Barrio Norte,Departamento,2.0,1.0,1.0,41,82000,2000
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,61,79824,1308.590164
Argentina,Santa Fe,Rosario,Departamento,5.0,4.0,3.0,145,550000,3793.103448
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,3.0,112,600000,5357.142857
Argentina,Capital Federal,Almagro,Departamento,4.0,3.0,1.0,100,174500,1745
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,158,217451,1376.272152
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,152,302780,1991.973684
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,40,77000,1925
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,79,57803,731.6835443
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,5.0,165,169282,1025.951515
Argentina,Mendoza,Mendoza,Departamento,4.0,2.0,2.0,80,125000,1562.5
Argentina,Capital Federal,Colegiales,Departamento,4.0,3.0,1.0,80,150000,1875
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35,64000,1828.571429
Colombia,Santander,Bucaramanga,Apartamento,4.0,4.0,4.0,204,206441,1011.965686
Argentina,Capital Federal,Barrio Norte,Departamento,5.0,4.0,2.0,120,285000,2375
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,32,80000,2500
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,66,184700,2798.484848
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,3.0,109,188549,1729.807339
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,1.0,42,44041,1048.595238
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,3.0,137,137627,1004.576642
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,178,302780,1701.011236
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,164,247729,1510.542683
Argentina,Capital Federal,Barrio Norte,Departamento,3.0,2.0,2.0,88,180000,2045.454545
Argentina,Capital Federal,Villa Ortuzar,Departamento,2.0,1.0,1.0,45,85000,1888.888889
Argentina,Capital Federal,Palermo,Departamento,5.0,3.0,3.0,281,770000,2740.213523
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,75,114905,1532.066667
Argentina,Capital Federal,Pompeya,Departamento,3.0,2.0,1.0,59,58000,983.0508475
Argentina,Capital Federal,Recoleta,Departamento,7.0,4.0,4.0,318,1900000,5974.842767
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,83,82576,994.8915663
Argentina,Córdoba,Córdoba,Departamento,1.0,1.0,1.0,29,45000,1551.724138
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,4.0,3.0,3.0,92,290000,3152.173913
Colombia,Antioquia,Bello,Apartamento,2.0,2.0,2.0,54,53675,993.9814815
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,329,853289,2593.583587
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,37,83000,2243.243243
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,3.0,150,151390,1009.266667
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,30,63900,2130
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,127,188549,1484.637795
Argentina,Capital Federal,Villa del Parque,Departamento,3.0,2.0,1.0,59,99000,1677.966102
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,45,85394,1897.644444
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,40,150000,3750
Argentina,Santa Fe,Rosario,Departamento,4.0,3.0,2.0,138,621000,4500
Argentina,Capital Federal,Barrio Norte,Departamento,5.0,3.0,2.0,105,315000,3000
Argentina,Capital Federal,Palermo,Departamento,1.0,1.0,1.0,23,76000,3304.347826
Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,4.0,3.0,1.0,61,77000,1262.295082
Argentina,Capital Federal,Paternal,Departamento,2.0,1.0,1.0,43,82000,1906.976744
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,107,184971,1728.700935
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,56,41288,737.2857143
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,47,101000,2148.93617
Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,3.0,2.0,1.0,58,100000,1724.137931
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,100,92761,927.61
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,103,99092,962.0582524
Argentina,Capital Federal,San Telmo,Departamento,1.0,1.0,1.0,17,55000,3235.294118
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,85,88081,1036.247059
Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,3.0,2.0,2.0,54,115000,2129.62963
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,30,87000,2900
Argentina,Capital Federal,Belgrano,Departamento,6.0,4.0,3.0,183,550000,3005.464481
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,38,89900,2365.789474
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,39,158000,4051.282051
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,60,225000,3750
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,90,107349,1192.766667
Argentina,Capital Federal,Las Cañitas,Departamento,5.0,4.0,2.0,240,850000,3541.666667
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,38,105000,2763.157895
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,72,84778,1177.472222
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,40,83000,2075
Argentina,Santa Fe,Rosario,Departamento,4.0,2.0,2.0,70,130000,1857.142857
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,32,80000,2500
Argentina,Capital Federal,Recoleta,Departamento,1.0,1.0,1.0,34,188000,5529.411765
Argentina,Capital Federal,Parque Patricios,Departamento,2.0,1.0,1.0,52,115000,2211.538462
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,109,140380,1287.889908
Argentina,Capital Federal,Balvanera,Departamento,5.0,3.0,2.0,92,120000,1304.347826
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,39,85000,2179.487179
Colombia,Risaralda,Pereira,Apartamento,3.0,3.0,3.0,83,82576,994.8915663
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,66,168000,2545.454545
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,40,70000,1750
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,95,260000,2736.842105
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,1.0,1.0,1.0,30,60000,2000
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,80,172034,2150.425
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,61,68814,1128.098361
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,53,137000,2584.90566
Argentina,Capital Federal,Balvanera,Departamento,1.0,1.0,1.0,38,99000,2605.263158
Argentina,Capital Federal,Parque Chacabuco,Departamento,2.0,1.0,1.0,41,84900,2070.731707
Argentina,Capital Federal,San Cristobal,Departamento,1.0,1.0,1.0,25,60000,2400
Argentina,Santa Fe,Rosario,Departamento,4.0,3.0,2.0,138,621000,4500
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,47,99800,2123.404255
Colombia,Atlántico,Puerto Colombia,Apartamento,3.0,3.0,2.0,102,88081,863.5392157
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34,47000,1382.352941
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,1.0,54,70000,1296.296296
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,28,53000,1892.857143
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,141,206441,1464.120567
Argentina,Capital Federal,Villa del Parque,Departamento,4.0,3.0,2.0,95,270000,2842.105263
Colombia,Cundinamarca,Bogotá D.C,Apartamento,4.0,4.0,5.0,270,357831,1325.3
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,32,56000,1750
Argentina,Buenos Aires Costa Atlántica,Santa Teresita,Departamento,3.0,2.0,1.0,50,50000,1000
Colombia,Cundinamarca,Bogotá D.C,Apartamento,5.0,5.0,4.0,234,412882,1764.452991
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,1.0,42,105000,2500
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,47,72000,1531.914894
Argentina,Capital Federal,Barracas,Departamento,3.0,2.0,1.0,53,78000,1471.698113
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,33,62000,1878.787879
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,68,66061,971.4852941
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34,47000,1382.352941
Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,2.0,1.0,1.0,50,122000,2440
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,77,70190,911.5584416
Argentina,Capital Federal,Nuñez,Departamento,1.0,1.0,1.0,35,99000,2828.571429
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,1.0,1.0,1.0,40,110000,2750
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,119,90834,763.3109244
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,33,105100,3184.848485
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,74,90834,1227.486486
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,1.0,70,130000,1857.142857
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,80,129000,1612.5
Colombia,Huila,Neiva,Apartamento,3.0,3.0,2.0,89,45821,514.8426966
Argentina,Capital Federal,Recoleta,Departamento,1.0,1.0,1.0,27,79500,2944.444444
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,4.0,3.0,3.0,140,360000,2571.428571
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,42,99900,2378.571429
Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,3.0,2.0,3.0,138,390000,2826.086957
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,2.0,57,74000,1298.245614
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,237,357831,1509.835443
Argentina,Capital Federal,Caballito,Departamento,1.0,1.0,1.0,42,123000,2928.571429
Argentina,Capital Federal,Belgrano,Departamento,3.0,2.0,2.0,80,550000,6875
Colombia,Antioquia,La Estrella,Apartamento,2.0,2.0,2.0,62,64685,1043.306452
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,41,77900,1900
Colombia,Valle del Cauca,Cali,Apartamento,4.0,4.0,5.0,319,330306,1035.442006
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,24,78900,3287.5
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,60,65000,1083.333333
Colombia,Antioquia,Sabaneta,Apartamento,3.0,3.0,2.0,124,115607,932.3145161
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,3.0,171,1300000,7602.339181
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,75,96339,1284.52
